# Responsive score, Archetype-ID
1.000000000000000056e-01 0.000000000000000000e+00
2.000000000000000111e-01 9.000000000000000000e+00
7.407407407407407690e-03 2.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
2.857142857142856984e-01 2.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
4.545454545454545581e-02 2.000000000000000000e+00
2.857142857142856984e-01 2.000000000000000000e+00
1.666666666666666574e-01 2.000000000000000000e+00
1.666666666666666574e-01 2.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
4.000000000000000222e-01 2.000000000000000000e+00
2.500000000000000000e-01 2.000000000000000000e+00
2.500000000000000000e-01 2.000000000000000000e+00
3.333333333333333148e-01 2.000000000000000000e+00
3.333333333333333148e-01 2.000000000000000000e+00
3.333333333333333148e-01 2.000000000000000000e+00
4.651162790697674354e-02 2.000000000000000000e+00
8.264462809917355601e-03 9.000000000000000000e+00
8.264462809917355601e-03 9.000000000000000000e+00
2.000000000000000111e-01 9.000000000000000000e+00
1.666666666666666574e-01 9.000000000000000000e+00
